معرف الفرع*,معرف العقد*,معرف الشركة*,نوع الزيارة*,حالة الزيارة*,تاريخ الجدولة*,وقت الجدولة,تاريخ التنفيذ,وقت التنفيذ,المدة المتوقعة,خدمة التكييف,خدمة الكهرباء,خدمة السباكة,خدمة النجارة,خدمة الدهان,خدمة التنظيف,خدمة الحدادة,خدمة السيراميك,خدمة الزجاج,خدمة الألمنيوم,خدمة الأرضيات,خدمة الأسقف,خدمة الجدران,حالة الزيارة,ملاحظات,مصدر البيانات
0033-JED-001-0001,0001-001,0033,regular,completed,08-07-2024,09:00,08-07-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0033-JED-014-0014,0033-014,0033,regular,completed,17-01-2024,09:00,17-01-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0033-JED-014-0014,0033-014,0033,regular,completed,09-07-2024,09:00,09-07-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0033-JED-001-0001,0001-001,0033,regular,completed,22-01-2024,09:00,22-01-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0033-JED-001-0001,0001-001,0033,regular,completed,13-07-2024,09:00,13-07-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0033-JED-001-0001,0001-001,0033,regular,completed,22-01-2024,09:00,22-01-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0033-JED-001-0001,0001-001,0033,regular,completed,22-07-2024,09:00,22-07-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0033-JED-001-0001,0001-001,0033,regular,completed,28-12-2024,09:00,28-12-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0033-JED-001-0001,0001-001,0033,regular,completed,22-01-2024,09:00,22-01-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0033-JED-001-0001,0001-001,0033,regular,completed,22-01-2024,09:00,22-01-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0033-JED-001-0001,0001-001,0033,regular,completed,22-07-2024,09:00,22-07-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0033-JED-001-0001,0001-001,0033,regular,completed,30-12-2024,09:00,30-12-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0033-JED-001-0001,0001-001,0033,regular,completed,03-03-2024,09:00,03-03-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0033-JED-001-0001,0001-001,0033,regular,completed,05-08-2024,09:00,05-08-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,01-04-2024,09:00,01-04-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,01-06-2024,09:00,01-06-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,19-05-2024,09:00,19-05-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,04-04-2024,09:00,04-04-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,15-02-2025,09:00,15-02-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,01-09-2024,09:00,01-09-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,01-10-2024,09:00,01-10-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,28-05-2024,09:00,28-05-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,20-04-2024,09:00,20-04-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,11-02-2025,09:00,11-02-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,01-06-2025,09:00,01-06-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,30-04-2025,09:00,30-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,24-06-2024,09:00,24-06-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,11-02-2025,09:00,11-02-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,02-09-2024,09:00,02-09-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,31-03-2024,09:00,31-03-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,19-04-2025,09:00,19-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,01-04-2024,09:00,01-04-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,23-01-2024,09:00,23-01-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,01-04-2024,09:00,01-04-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,21-02-2025,09:00,21-02-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,01-05-2024,09:00,01-05-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,10-01-2024,09:00,10-01-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,01-06-2024,09:00,01-06-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,20-03-2024,09:00,20-03-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-002-0004,0001-001,0039,regular,completed,11-02-2024,09:00,11-02-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,11-02-2024,09:00,11-02-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-012-0046,0001-001,0039,regular,completed,01-10-2024,09:00,01-10-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,29-04-2025,09:00,29-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-002-0003,0001-001,0039,regular,completed,25-03-2025,09:00,25-03-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-002-0003,0001-001,0039,regular,completed,29-04-2025,09:00,29-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,29-04-2025,09:00,29-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,29-04-2025,09:00,29-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,29-04-2025,09:00,29-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,29-04-2025,09:00,29-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0036,0001-001,0039,regular,completed,29-04-2025,09:00,29-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,29-04-2025,09:00,29-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,29-04-2025,09:00,29-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0040,0001-001,0039,regular,completed,29-04-2025,09:00,29-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,29-04-2025,09:00,29-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,25-05-2025,09:00,25-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,11-07-2024,09:00,11-07-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,25-05-2025,09:00,25-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,11-09-2024,09:00,11-09-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,02-02-2025,09:00,02-02-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,04-05-2025,09:00,04-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,07-05-2025,09:00,07-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-002-0004,0001-001,0039,regular,completed,07-05-2025,09:00,07-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,22-10-2024,09:00,22-10-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,08-01-2025,09:00,08-01-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,05-05-2025,09:00,05-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,19-11-2024,09:00,19-11-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,08-01-2025,09:00,08-01-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,05-05-2025,09:00,05-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,01-12-2024,09:00,01-12-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,09-07-2024,09:00,09-07-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,02-01-2025,09:00,02-01-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,24-03-2025,09:00,24-03-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,11-08-2024,09:00,11-08-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,02-01-2025,09:00,02-01-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,22-03-2025,09:00,22-03-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,23-10-2024,09:00,23-10-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,11-08-2024,09:00,11-08-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,02-01-2025,09:00,02-01-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,22-04-2025,09:00,22-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,11-02-2024,09:00,11-02-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-010-0041,0001-001,0039,regular,completed,07-05-2025,09:00,07-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,19-01-2025,09:00,19-01-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,04-05-2025,09:00,04-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,04-05-2025,09:00,04-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,04-05-2025,09:00,04-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,04-05-2025,09:00,04-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,31-10-2024,09:00,31-10-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-002-0004,0001-001,0039,regular,completed,27-10-2024,09:00,27-10-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,31-10-2024,09:00,31-10-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,08-08-2024,09:00,08-08-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,31-10-2024,09:00,31-10-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,08-08-2024,09:00,08-08-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,28-04-2025,09:00,28-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,28-04-2025,09:00,28-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-001-0001,0001-001,0039,regular,completed,18-01-2025,09:00,18-01-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-001-0001,0001-001,0039,regular,completed,09-02-2025,09:00,09-02-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-001-0001,0001-001,0039,regular,completed,28-04-2025,09:00,28-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,25-03-2025,09:00,25-03-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,28-04-2025,09:00,28-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-001-0001,0001-001,0039,regular,completed,28-04-2025,09:00,28-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,28-04-2025,09:00,28-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-002-0005,0001-001,0039,regular,completed,17-09-2024,09:00,17-09-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-002-0005,0001-001,0039,regular,completed,28-04-2025,09:00,28-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0028,0001-001,0039,regular,completed,28-04-2025,09:00,28-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,17-09-2024,09:00,17-09-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,28-04-2025,09:00,28-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,28-04-2025,09:00,28-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0040,0001-001,0039,regular,completed,28-04-2025,09:00,28-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,07-05-2025,09:00,07-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,04-05-2025,09:00,04-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-001-0001,0001-001,0039,regular,completed,04-05-2025,09:00,04-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,25-05-2025,09:00,25-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,11-07-2024,09:00,11-07-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,02-05-2025,09:00,02-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,31-10-2024,09:00,31-10-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,25-05-2025,09:00,25-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,11-09-2024,09:00,11-09-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-001-0001,0001-001,0039,regular,completed,27-04-2025,09:00,27-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,27-04-2025,09:00,27-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-001-0001,0001-001,0039,regular,completed,24-04-2025,09:00,24-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,24-04-2025,09:00,24-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0029,0001-001,0039,regular,completed,24-04-2025,09:00,24-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,24-04-2025,09:00,24-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,27-04-2025,09:00,27-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-002-0004,0001-001,0039,regular,completed,26-12-2024,09:00,26-12-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-002-0004,0001-001,0039,regular,completed,24-04-2025,09:00,24-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-001-0001,0001-001,0039,regular,completed,24-04-2025,09:00,24-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,24-04-2025,09:00,24-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-001-0001,0001-001,0039,regular,completed,24-04-2025,09:00,24-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,27-04-2025,09:00,27-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0031,0001-001,0039,regular,completed,24-04-2025,09:00,24-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-001-0001,0001-001,0039,regular,completed,26-09-2024,09:00,26-09-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-001-0001,0001-001,0039,regular,completed,24-04-2025,09:00,24-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,27-04-2025,09:00,27-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-002-0005,0001-001,0039,regular,completed,27-04-2025,09:00,27-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0028,0001-001,0039,regular,completed,24-04-2025,09:00,24-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-001-0001,0001-001,0039,regular,completed,24-04-2025,09:00,24-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,24-04-2025,09:00,24-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0040,0001-001,0039,regular,completed,24-04-2025,09:00,24-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,24-04-2025,09:00,24-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,24-04-2025,09:00,24-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,24-04-2025,09:00,24-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,02-01-2025,09:00,02-01-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,09-02-2025,09:00,09-02-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,29-04-2025,09:00,29-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,29-04-2025,09:00,29-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,08-04-2025,09:00,08-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,04-05-2025,09:00,04-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,31-10-2024,09:00,31-10-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,31-10-2024,09:00,31-10-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,13-04-2025,09:00,13-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,17-04-2025,09:00,17-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,13-04-2025,09:00,13-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,13-04-2025,09:00,13-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,22-09-2024,09:00,22-09-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,23-10-2024,09:00,23-10-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,13-04-2025,09:00,13-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,13-04-2025,09:00,13-04-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,04-05-2025,09:00,04-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0039-JED-009-0030,0001-001,0039,regular,completed,07-05-2025,09:00,07-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,07-05-2025,09:00,07-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,07-05-2025,09:00,07-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,07-05-2025,09:00,07-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,07-05-2025,09:00,07-05-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,03-06-2025,09:00,03-06-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,03-06-2025,09:00,03-06-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,06-02-2025,09:00,06-02-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,25-06-2025,09:00,25-06-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import
0033-JED-001-0001,0001-001,0033,regular,completed,31-12-2024,09:00,31-12-2024,11:30,150,,,,,,,,,,,,,,passed,,system-import
0001-JED-001-0001,0001-001,0001,regular,completed,08-01-2025,09:00,08-01-2025,11:30,150,,,,,,,,,,,,,,passed,,system-import