معرف الفرع*,معرف العقد*,معرف الشركة*,نوع الزيارة*,حالة الزيارة*,تاريخ الجدولة*,وقت الجدولة,تاريخ التنفيذ,وقت التنفيذ,مدة الزيارة (دقائق),الفريق المختص,الفني المختص,صيانة الطفايات,صيانة نظام الإنذار,صيانة نظام الإطفاء,نظام الغاز,نظام الفوم,النتيجة العامة,المشاكل المكتشفة,التوصيات,تاريخ الزيارة القادمة,ملاحظات,تم الإنشاء بواسطة
0033-JED-014-0014,0033-014,0033,regular,completed,30-Dec-24,09:00,30-Dec-24,11:30,150,,,,,,,,passed,,,,,system-import
0033-JED-015-0015,0033-015,0033,regular,completed,03-Mar-24,09:00,03-Mar-24,11:30,150,,,,,,,,passed,,,,,system-import
0033-JED-015-0015,0033-015,0033,regular,completed,05-Aug-24,09:00,05-Aug-24,11:30,150,,,,,,,,passed,,,,,system-import
0050-JED-001-0001,0050-001,0050,regular,completed,01-Apr-24,09:00,01-Apr-24,11:30,150,,,,,,,,passed,,,,,system-import
0062-JED-001-0001,0062-001,0062,regular,completed,01-Jun-24,09:00,01-Jun-24,11:30,150,,,,,,,,passed,,,,,system-import
0062-JED-001-0001,0062-001,0062,regular,completed,19-May-24,09:00,19-May-24,11:30,150,,,,,,,,passed,,,,,system-import
0062-JED-001-0001,0062-001,0062,regular,completed,04-Apr-24,09:00,04-Apr-24,11:30,150,,,,,,,,passed,,,,,system-import
0068-JED-001-0001,0068-001,0068,regular,completed,24-Jun-24,09:00,24-Jun-24,11:30,150,,,,,,,,passed,,,,,system-import
0032-JED-001-0001,0032-001,0032,regular,completed,11-Feb-25,09:00,11-Feb-25,11:30,150,,,,,,,,passed,,,,,system-import
0032-JED-001-0001,0032-001,0032,regular,completed,02-Sep-24,09:00,02-Sep-24,11:30,150,,,,,,,,passed,,,,,system-import
0032-JED-001-0001,0032-001,0032,regular,completed,31-Mar-24,09:00,31-Mar-24,11:30,150,,,,,,,,passed,,,,,system-import
0008-JED-001-0001,0008-001,0008,regular,completed,19-Apr-25,09:00,19-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0008-JED-001-0001,0008-001,0008,regular,completed,01-Apr-24,09:00,01-Apr-24,11:30,150,,,,,,,,passed,,,,,system-import
0060-JED-001-0001,0060-001,0060,regular,completed,23-Jan-24,09:00,23-Jan-24,11:30,150,,,,,,,,passed,,,,,system-import
0057-JED-001-0001,0057-001,0057,regular,completed,01-Apr-24,09:00,01-Apr-24,11:30,150,,,,,,,,passed,,,,,system-import
0028-JED-001-0001,0028-001,0028,regular,completed,21-Feb-25,09:00,21-Feb-25,11:30,150,,,,,,,,passed,,,,,system-import
0028-JED-001-0001,0028-001,0028,regular,completed,01-May-24,09:00,01-May-24,11:30,150,,,,,,,,passed,,,,,system-import
0018-JED-001-0001,0018-001,0018,regular,completed,10-Jan-24,09:00,10-Jan-24,11:30,150,,,,,,,,passed,,,,,system-import
0018-JED-001-0001,0018-001,0018,regular,completed,01-Jun-24,09:00,01-Jun-24,11:30,150,,,,,,,,passed,,,,,system-import
0052-JED-001-0001,0052-001,0052,regular,completed,20-Mar-24,09:00,20-Mar-24,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-009-0040,0039-001,0039,regular,completed,11-Feb-24,09:00,11-Feb-24,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-009-0030,0039-001,0039,regular,completed,01-Oct-24,09:00,01-Oct-24,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-011-0045,0039-001,0039,regular,completed,25-Mar-25,09:00,25-Mar-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-002-0004,0039-001,0039,regular,completed,29-Apr-25,09:00,29-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-002-0003,0039-001,0039,regular,completed,29-Apr-25,09:00,29-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-009-0029,0039-001,0039,regular,completed,29-Apr-25,09:00,29-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-012-0046,0039-001,0039,regular,completed,25-May-25,09:00,25-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-009-0031,0039-001,0039,regular,completed,11-Jul-24,09:00,11-Jul-24,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-003-0008,0039-001,0039,regular,completed,25-May-25,09:00,25-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-009-0028,0039-001,0039,regular,completed,11-Sep-24,09:00,11-Sep-24,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-002-0005,0039-001,0039,regular,completed,02-Feb-25,09:00,02-Feb-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-006-0014,0039-001,0039,regular,completed,07-May-25,09:00,07-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-009-0035,0039-001,0039,regular,completed,22-Oct-24,09:00,22-Oct-24,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-001-0002,0039-001,0039,regular,completed,08-Jan-25,09:00,08-Jan-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-009-0034,0039-001,0039,regular,completed,05-May-25,09:00,05-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-009-0038,0039-001,0039,regular,completed,01-Dec-24,09:00,01-Dec-24,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-007-0020,0039-001,0039,regular,completed,09-Jul-24,09:00,09-Jul-24,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-013-0047,0039-001,0039,regular,completed,02-Jan-25,09:00,02-Jan-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-010-0042,0039-001,0039,regular,completed,24-Mar-25,09:00,24-Mar-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-009-0036,0039-001,0039,regular,completed,11-Feb-24,09:00,11-Feb-24,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-008-0024,0039-001,0039,regular,completed,07-May-25,09:00,07-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-007-0019,0039-001,0039,regular,completed,19-Jan-25,09:00,19-Jan-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-010-0041,0039-001,0039,regular,completed,04-May-25,09:00,04-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-007-0022,0039-001,0039,regular,completed,31-Oct-24,09:00,31-Oct-24,11:30,150,,,,,,,,passed,,,,,system-import
0039-TAF-003-0044,0039-001,0039,regular,completed,27-Oct-24,09:00,27-Oct-24,11:30,150,,,,,,,,passed,,,,,system-import
0039-MDN-002-0007,0039-001,0039,regular,completed,28-Apr-25,09:00,28-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-TAF-002-0025,0039-001,0039,regular,completed,18-Jan-25,09:00,18-Jan-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-TBK-001-0026,0039-001,0039,regular,completed,09-Feb-25,09:00,09-Feb-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-MKA-001-0001,0039-001,0039,regular,completed,28-Apr-25,09:00,28-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-TBK-002-0043,0039-001,0039,regular,completed,28-Apr-25,09:00,28-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-BAH-001-0010,0039-001,0039,regular,completed,17-Sep-24,09:00,17-Sep-24,11:30,150,,,,,,,,passed,,,,,system-import
0039-MDN-001-0006,0039-001,0039,regular,completed,28-Apr-25,09:00,28-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-TAF-001-0016,0039-001,0039,regular,completed,28-Apr-25,09:00,28-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-MKA-002-0012,0039-001,0039,regular,completed,28-Apr-25,09:00,28-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-007-0017,0039-001,0039,regular,completed,04-May-25,09:00,04-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-YAN-001-0011,0039-001,0039,regular,completed,04-May-25,09:00,04-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-TAF-001-0015,0039-001,0039,regular,completed,31-Oct-24,09:00,31-Oct-24,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-009-0040,0039-001,0039,regular,completed,27-Apr-25,09:00,27-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-009-0030,0039-001,0039,regular,completed,24-Apr-25,09:00,24-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-011-0045,0039-001,0039,regular,completed,24-Apr-25,09:00,24-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-002-0004,0039-001,0039,regular,completed,24-Apr-25,09:00,24-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-002-0003,0039-001,0039,regular,completed,26-Dec-24,09:00,26-Dec-24,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-009-0029,0039-001,0039,regular,completed,24-Apr-25,09:00,24-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-012-0046,0039-001,0039,regular,completed,24-Apr-25,09:00,24-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-009-0031,0039-001,0039,regular,completed,24-Apr-25,09:00,24-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-003-0008,0039-001,0039,regular,completed,24-Apr-25,09:00,24-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-009-0028,0039-001,0039,regular,completed,26-Sep-24,09:00,26-Sep-24,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-002-0005,0039-001,0039,regular,completed,24-Apr-25,09:00,24-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-006-0014,0039-001,0039,regular,completed,27-Apr-25,09:00,27-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-009-0035,0039-001,0039,regular,completed,24-Apr-25,09:00,24-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-001-0002,0039-001,0039,regular,completed,24-Apr-25,09:00,24-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-009-0034,0039-001,0039,regular,completed,24-Apr-25,09:00,24-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-009-0038,0039-001,0039,regular,completed,02-Jan-25,09:00,02-Jan-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-007-0020,0039-001,0039,regular,completed,09-Feb-25,09:00,09-Feb-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-013-0047,0039-001,0039,regular,completed,29-Apr-25,09:00,29-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-010-0042,0039-001,0039,regular,completed,31-Oct-24,09:00,31-Oct-24,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-009-0036,0039-001,0039,regular,completed,17-Apr-25,09:00,17-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-008-0024,0039-001,0039,regular,completed,04-May-25,09:00,04-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0039-JED-007-0019,0039-001,0039,regular,completed,07-May-25,09:00,07-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,11-Feb-24,09:00,11-Feb-24,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,04-May-25,09:00,04-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,07-May-25,09:00,07-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,11-Aug-24,09:00,11-Aug-24,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,02-Jan-25,09:00,02-Jan-25,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,22-Mar-25,09:00,22-Mar-25,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,04-May-25,09:00,04-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,08-Aug-24,09:00,08-Aug-24,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,17-Sep-24,09:00,17-Sep-24,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,28-Apr-25,09:00,28-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,25-May-25,09:00,25-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,11-Jul-24,09:00,11-Jul-24,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,02-May-25,09:00,02-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,25-May-25,09:00,25-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,11-Sep-24,09:00,11-Sep-24,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,24-Apr-25,09:00,24-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,29-Apr-25,09:00,29-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,08-Apr-25,09:00,08-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,04-May-25,09:00,04-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,13-Apr-25,09:00,13-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,07-May-25,09:00,07-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0021-JED-001-0003,0021-001,0021,regular,completed,29-Apr-25,09:00,29-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0021-JED-001-0003,0021-001,0021,regular,completed,29-Apr-25,09:00,29-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0021-JED-001-0003,0021-001,0021,regular,completed,29-Apr-25,09:00,29-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0021-JED-001-0003,0021-001,0021,regular,completed,29-Apr-25,09:00,29-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0021-JED-001-0003,0021-001,0021,regular,completed,29-Apr-25,09:00,29-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0035-JED-001-0001,0035-001,0035,regular,completed,29-Apr-25,09:00,29-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0034-JED-001-0001,0034-001,0034,regular,completed,29-Apr-25,09:00,29-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0038-JED-001-0001,0038-001,0038,regular,completed,29-Apr-25,09:00,29-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0003-JED-006-0010,0003-001,0003,regular,completed,19-Nov-24,09:00,19-Nov-24,11:30,150,,,,,,,,passed,,,,,system-import
0003-JED-006-0010,0003-001,0003,regular,completed,08-Jan-25,09:00,08-Jan-25,11:30,150,,,,,,,,passed,,,,,system-import
0003-JED-006-0010,0003-001,0003,regular,completed,05-May-25,09:00,05-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0003-JED-006-0010,0003-001,0003,regular,completed,23-Oct-24,09:00,23-Oct-24,11:30,150,,,,,,,,passed,,,,,system-import
0003-JED-006-0010,0003-001,0003,regular,completed,11-Aug-24,09:00,11-Aug-24,11:30,150,,,,,,,,passed,,,,,system-import
0003-JED-006-0010,0003-001,0003,regular,completed,02-Jan-25,09:00,02-Jan-25,11:30,150,,,,,,,,passed,,,,,system-import
0003-JED-006-0010,0003-001,0003,regular,completed,22-Apr-25,09:00,22-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0003-JED-006-0010,0003-001,0003,regular,completed,04-May-25,09:00,04-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0003-JED-006-0010,0003-001,0003,regular,completed,31-Oct-24,09:00,31-Oct-24,11:30,150,,,,,,,,passed,,,,,system-import
0003-JED-006-0010,0003-001,0003,regular,completed,08-Aug-24,09:00,08-Aug-24,11:30,150,,,,,,,,passed,,,,,system-import
0003-JED-006-0010,0003-001,0003,regular,completed,28-Apr-25,09:00,28-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0003-JED-006-0010,0003-001,0003,regular,completed,07-May-25,09:00,07-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0003-JED-006-0010,0003-001,0003,regular,completed,24-Apr-25,09:00,24-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0003-JED-006-0010,0003-001,0003,regular,completed,24-Apr-25,09:00,24-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0003-JED-006-0010,0003-001,0003,regular,completed,22-Sep-24,09:00,22-Sep-24,11:30,150,,,,,,,,passed,,,,,system-import
0003-JED-006-0010,0003-001,0003,regular,completed,23-Oct-24,09:00,23-Oct-24,11:30,150,,,,,,,,passed,,,,,system-import
0003-JED-006-0010,0003-001,0003,regular,completed,13-Apr-25,09:00,13-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0003-JED-006-0010,0003-001,0003,regular,completed,07-May-25,09:00,07-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0037-JED-004-0008,0037-001,0037,regular,completed,04-May-25,09:00,04-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0037-JED-004-0008,0037-001,0037,regular,completed,31-Oct-24,09:00,31-Oct-24,11:30,150,,,,,,,,passed,,,,,system-import
0037-JED-004-0008,0037-001,0037,regular,completed,25-Mar-25,09:00,25-Mar-25,11:30,150,,,,,,,,passed,,,,,system-import
0037-JED-004-0008,0037-001,0037,regular,completed,28-Apr-25,09:00,28-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0037-JED-004-0008,0037-001,0037,regular,completed,24-Apr-25,09:00,24-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0037-JED-004-0008,0037-001,0037,regular,completed,31-Oct-24,09:00,31-Oct-24,11:30,150,,,,,,,,passed,,,,,system-import
0037-JED-004-0008,0037-001,0037,regular,completed,13-Apr-25,09:00,13-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0037-JED-004-0008,0037-001,0037,regular,completed,07-May-25,09:00,07-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0026-JED-002-0004,0026-001,0026,regular,completed,28-Apr-25,09:00,28-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0026-JED-002-0004,0026-001,0026,regular,completed,28-Apr-25,09:00,28-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0026-JED-002-0004,0026-001,0026,regular,completed,27-Apr-25,09:00,27-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0026-JED-002-0004,0026-001,0026,regular,completed,27-Apr-25,09:00,27-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0026-JED-002-0004,0026-001,0026,regular,completed,27-Apr-25,09:00,27-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0026-JED-002-0004,0026-001,0026,regular,completed,07-May-25,09:00,07-May-25,11:30,150,,,,,,,,passed,,,,,system-import
0024-JED-001-0002,0024-001,0024,regular,completed,27-Apr-25,09:00,27-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0013-JED-001-0001,0013-001,0013,regular,completed,24-Apr-25,09:00,24-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0013-JED-001-0001,0013-001,0013,regular,completed,13-Apr-25,09:00,13-Apr-25,11:30,150,,,,,,,,passed,,,,,system-import
0015-JED-001-0002,0015-002,0015,regular,completed,03-Jun-25,09:00,03-Jun-25,11:30,150,,,,,,,,passed,,,,,system-import
0015-JED-001-0002,0015-002,0015,regular,completed,03-Jun-25,09:00,03-Jun-25,11:30,150,,,,,,,,passed,,,,,system-import
0059-JED-001-0001,0059-001,0059,regular,completed,06-Feb-25,09:00,06-Feb-25,11:30,150,,,,,,,,passed,,,,,system-import